Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
530801,B0014ATRV8,A3LX57I5OKG70V,Rachel W,2,3,3,1336694400,Interesting taste,"I read about the benefits of Pau D'Arco tea and decided to give it a try. It's hard to find this tea in the market. The Whole Foods near my house doesn't have it either.<br /><br />The taste of this herbal tea is interesting: it's got a hint of sweetness with a very slight medicinal bitterness. Feels quite dry and alkaline to me. Color is light brown. Not particularly delightful or tasty, neither does it have a strong, captivating aroma like the Japanese roasted green tea - it's just weird beyond description. Reminds me of dried summer leaves. Not unpleasant though; I am still glad that I tried it!"
250089,B0029NII3C,A1NK7L4ZS8CNWH,R. A. Hoerst,0,0,3,1323302400,cat rejected one variety,"I like the convenience of always having cat food on hand, but had to change the order because my cat would not eat the sardine and mackerel combination (can't blame him for that!) So I changed to an all-tuna shipment."
257180,B002TSA91Q,ATWTKK5MU6RCI,"M-Lo ""M to tha Lo""",3,5,3,1267401600,Good but not moisturizing enough,"Knowing this is Dove for Men I had to compare the ingredients with Dove. And lo and behold the ingredients differ, but not in a good way. What I noticed is that one of the first ingredients is a ""sodium lauryl sulfate"" which is used for foaming. Unfortunately it does this at the expense for moisturizing. Dove is supposed to be moisturizing - remember those commercials bragging about 1/4 moisturizing. Yeah not so in this case. But I guess for men means you just want a good scent. Well at least it has a masculine scent.<br /><br />I much prefer the Neutrogena exfoliating body scrub. It has a masculine scent, provides moisture and exfoliates.<br /><br />But I digress. The Dove for men line is ok, good for those who don't care for moisture and appreciate a good scent (Axe anyone)?<br /><br />3 out of 5 stars for the scent and suds."
196121,B0017JFWLK,A1IETAMZZH9187,Just D,0,2,3,1329350400,Wrong Size Bisquits,"There was nothing wrong with these bisquits other than the fact that they stated clearly ""Small Original Assortment"" on the description, but when the package arrived, it was for Large Dogs.  I have pugs and they were too big for them.  I ended up having to break them all up to feed it to them.  Please ensure for future reference the description matches the product pictured.  Thanks.<a href=""http://www.amazon.com/gp/product/B001BG4RBK"">Old Mother Hubbard Crunchy Classic Snacks for Dogs, Small Original Assortment, 3-Pound 5-Ounce Box</a>"
515957,B0029NV6P4,AMIJKNO0MR2FL,S. Ingram,1,1,3,1300320000,My cats love these so much...,"My cats love these so much that one of them stole an entire bag off the kitchen counter, tore out the bottom, and ate most of it while I was away one morning. That said, I'm not terribly happy with these treats. The 2nd, 4th, and 6th main ingredients in the treats are ground corn, rice, and wheat flour -- starches I'm not stoked about giving my cats. The ingredient list is also very long. These were the best I could find at my local grocery store, and the cats definitely like them, but I'm hoping to find better ones through Amazon. I'm looking for a poultry-based treat with few additives; I picked these out because, despite the 'real salmon and garden greens flavor,' the ingredient list begins with chicken by-product meal; for reference, salmon meal is the 17th ingredient and the first green comes much later."
67097,B006ACQY66,A12JZ2L90VL35Y,Kdunn,31,35,3,1309478400,Product changed....,"This product seems to have replaced a similar previous product (Natural Himalayan Crystal Salt). The previous prodcut was a deeper pink color and the texture was better than what I was finding elsewhere. This new product (Himalayan Organic Natural Unprocessed Cooking Salt) is much more like what the competitors are selling. I've enjoyed all my products from The Spice Lab, but was disappointed with the replacent for this product."
197188,B000LKXRV8,A29CI2K8JSW1Z5,"W. Pate ""aspiring chef""",6,7,3,1206662400,good beans,"Great beans for making (obviously) chili. Was somewhat taken aback when I opened a can to find that the beans only take up half the can. Since the net weight includes the liquid, keep this in mind for your recipes."
175484,B0012NUVN0,A3TRC81NJU1A54,Barbara J Reilman,1,1,3,1318896000,"Great product, but not for smart dogs!","We bought the large ball for our power-chewing 30lb cattle dog mix, and this product was AWESOME for the first two weeks. She just chewed and chewed and was happy as can be, it kept her occupied for at least an hour each treat... but then she figured out how to pop the treats out (no joke, she wedges her tooth under the edge and just eases them out), now the treats barely last 15 minutes because she just chews a bit and swallows them. They're just too expensive to give her anymore. Luckily you can still shove small bits of dog food into the center, and she still plays with the ball but that game doesn't last very long either. Great product and really durable, as long as your dog doesn't outsmart it!"
149839,B00004S1C6,A3NAV2H1KZJ690,V. Rutledge,7,12,3,1295481600,Don't use to color white chocolate or candy coating,"I bought these to color the coating I use for cake pops. With either melted white chocolate or the Wilton Candy Melts, both seized up when I added the gel coloring. I was able to get pastel colors okay without seizing but when I tried for a more vibrant look, it clumped so badly, I couldn't use it. The product is fine used for frostings or icings though."
226816,B006BXV1H6,A1ACM1CBGORBN1,Sherry Berry,0,0,3,1330905600,It was just OK and this coming from a chocolate lover,"First of all, I am a huge fan of chocolates so when I saw this cereal, I had to try it. My husband describes this as if eating a slice of chocolate cake but to me, it had the chocolate taste to it but it was very artificial tasting and not as good as other chocolate cereals I've had. The milk makes it so it's all soggy and no crunch and it only takes a few seconds for it to turn soggy. The way around it was to eat it dry and then take a quick chug of milk. That helped it a little bit but it's still not one that I would be buying on a regular basis.<br /><br />Compared to some of the other chocolate cereals on the market, such as cocoa pebbles, cocoa puffs, etc., this is probably at the low end of the totem for me."
102420,B0000GH6U6,A31BD4RXCON7QO,Michael A. Duvernois,6,7,3,1254787200,Salty and metallic taste,"This is a thick mole paste that you'd thin down with hot water to make mole sauce. I got one jar of it at the grocery store and found it to be too salty for my taste and it had a bit of a metallic aftertaste. That could be an off jar, but the saltiness turned me off from it. There are better canned/jarred moles out there."
372809,B000WEPI1K,A22J92A80WI059,curl girl,1,1,3,1216598400,Your dog will go through them fast.,"I like that I can stuff treats in the center of them, but my dog's an enthusiastic chewer and she's through with this in no time.  I order them occasionally for a little variety."
280595,B0031R5Y82,A1S68JYEXNETRR,Tiffany,3,4,3,1298160000,Not super strong taste and bag was ripped in shipping,"The aroma was amazing but it just tasted like regular coffee.  The coffee was good, it just did not have the flavor I was expecting.  Also this was a present for my dad and the way it was packaged the bag got two holes in it. Luckily only a small amount of coffee grounds were lost and I was able to patch the bag with tape.  Although my dad felt obligated to use this coffee up as quickly as possible because he was worried the holes would effect how long it stayed fresh which is not how I would want him to feel about his present."
558812,B001TGVW92,A2CELHIBGYUDW5,"C. Mcdermott ""gourmet gifts""",1,1,3,1269043200,Gluten Free Chocolate Chip Cookies are ok,These were easy to make.  And tasted okay.  I thought Betty crockers version was better and less gritty.  My family liked these better the next day after they cooled.  They did not like them hot out of the oven like most of the cookies we make.  But overall they weren't bad either.  I would purchase Betty Crocker over these if they were available.
47881,B004SRH2B6,A3HRWZW3ZK6W49,Kristen McDaniel,2,3,3,1278028800,Pretty good.,"I had coconut water when I was in the Philippines & loved it.  So, I ordered this when I got home since I enjoyed it so much.  Zico coconut water is pretty good, but not as good as the fresh coconut water I had previously, so I was slightly disappointed."
294363,B000Z3KLVA,AJAI3WKLPIWMH,Suzy Q,0,0,3,1241740800,Trial sized,This was a great way to try a new treat.  My dog really seemed to like it.
30541,B006WJHOX4,AJL6JH5GQJ3M3,Carolyn,0,0,3,1346889600,riuned boxes,"When I rec'd the boxes of Raisin Bran, the outside box was crushed on one end, and pulled apart on the other end,<br />  needless to say the cereal boxes were open and dented badly, not sure if I want to continue with your<br />  subscription services, if packaging is to continue this way.  C."
566612,B0018A20CW,A1XH9UM70CLR6,Nancy Nunley,1,2,3,1235865600,Just ordinary cookies,I read on the internet that these were the best chocolate chip cookies you can buy. They weren't anything special. Not the seller's fault at all. They shipped very quickly
423823,B0045TVLNW,A2UCZAWAN5QMJQ,Thomas F. Harper Jr.,0,0,3,1338595200,I liked it until I hit the wild rice,"Take the wild rice out of this and I'd give it 5 stars.  As it is, the weird textural thing the rice brings to the party is very, very unwelcome.  You feel like you bit into a piece of soft bone or  tendon and it adds nothing to the flavor.  I guess this helped them beef up some nutritional component or make it look 'healthier', but if I were them I'd leave it out.<br /><br />After the 'wild rice surprise' (I had no idea that was in there) I've eaten them and they've been acceptable.  At the current prices in my opinion the ostrim are larger, cheaper and better tasting without any weird textured ingredients."
121523,B00124TTG4,A1MBVNDH9L9LCV,"AJB ""Jim""",0,0,3,1342742400,"Love Spry, love cinnamon, can't tolerate this gum","First, I love Spry gum...high % of xylitol per serving, no gross/weird ingredients, great flavor. The flavor may fade a little faster than some conventional chewing gums, but it's better than consuming the carcinogenic, disgusting artificial ingredients they use. Also, this is an amazing value for Spry gum...previously I was ordering the 100 pc. tubs from a popular online herb store; that worked out to about $1.10 more per 100 pieces. At local health food stores, a 100 piece tub is even more expensive at about $7-7.5 each before tax! This is a good value anyway, as I have seen tubs of conventional chewing gum cost more than this per 100 pcs. The only thing is, I can not tolerate the cinnamon flavor for some reason! I can eat cinnamon no problem in other foods, but this gum triggers canker sores for me. I keep forgetting that and order it now and then because I like cinnamon gum, but it's really a bad idea for me :("
111953,B0000GGHQ0,ATGPX27ZIARLL,sergio,0,0,3,1332892800,not what i asked for,I ordered jalapeno pepers and the supplier sent me chipotle... i love chipotle but that is not what i paid for...
564831,B000Q71L28,A3TJQQN2IV60TA,Jujube,1,1,3,1292803200,Not cheesy anymore..,"Years ago these used to be good, with lots of cheesy flavor!  Now, they're pretty much flavorless.  I end up disappointed every time I get a bag. You get the slightest hint of cheese taste, than you just taste the cornmeal.  It's too bad they cut back on the cheese, probably to save money."
496662,B005HG9ET0,A4VMQ6ZTSXSSL,"kiwanissandy ""Go Bucks!""",0,0,3,1348099200,Just get a Brita filtration system,"This water is about $2 per bottle, Neo water is a little more and I've seen the Smart water about the same.  I'm not sure that these waters make any different in health or mood but if you do then just buy the <a href=""http://www.amazon.com/gp/product/B0000AP7NV"">Brita 42629 Slim Pitcher</a> and save yourself money in the long run plus save all that plastic from the landfills. The water itself had no taste, was clear and did seem to make my tea taste better but again so will a Brita filter and it's much better for the environment."
538113,B004I3Y4IE,A11AN0PK7N3H7E,Ashleigh Doherty,0,0,3,1299456000,Lovely smelling water...,"I'd give it 4 stars if it was stronger. I typically use the largest setting on my Keurig. That setting gave me a cup of lovely smelling water. This morning I filled my travel mug with two cups on medium size, it was much better. Spicy but smooth. Worth a try, would by more often if they bumped it up to a medium or dark roast."
483709,B003XDH6M6,A38PH87F2DLJ6S,"M. Dillon ""Just A Reviewer""",0,0,3,1312329600,Good Ingredients But Just Too Sweet,I appreciate the organics of this product but it's just too sweet and the texture is a bit gooey and not licorice like.
518000,B007IJX6LQ,A3FG0FQHNV2UP2,E. A. Montgomery,0,0,3,1337904000,Odd taste,"I am a fan of other brands of hibiscus soda and hibiscus vodka so I thought this Torani syrup would be perfect. It's not undrinkable but the taste is artificial. The floral taste is too strong, giving it a weird (almost fishy) scent and aftertaste. I don't think I would get a second shipment after finishing these. This hibiscus syrup is better as a faint note than a dominant flavor."
88044,B00337JQFM,A1G6FWSGYNREXT,Howie,1,1,3,1296086400,not what expected,this is good if you have groups of four people who will never see each other.  i assumed that they would be 15 different designs.  there are only four designs.  I guess its not that bad but i feel a little disappointed
284333,B0051COPH6,A2AWVROFGSZU4E,My Fake Name,0,6,3,1331337600,"Organic, Lie","***<br /><br />I ordered these bags of baby food in the expectation that a baby I personally know, seven-month-old Julius, would just pretty much lap them up, which would save his parents a fair amount on their food budget.  As it turns out, as the result of a long series of carefully measured, double-blind observations involving a large experimental sample size and of course a large control group, it has been ruled out that any explanation other than a constitutional aversion to spinach causes Julius to vomit.  Shortly after Julius eats spinach, he vomits.  Not just mostly but every single time.<br /><br />And I don't mean regular vomiting.  I mean what's called projectile vomiting, which you can look up, in which the vomitus can be exprelled WITHOUT WARNING at astonsihingly high rates of speed considering they're coming from a seven-month-old baby who can barely sit up yet without help.  Julius has ejected vomitus as far away as 10 feet at first burst, which is pretty impressive and a little dangerous if you happen to be leaning over him at the moment.<br /><br />As it turns out, his parents and the other people who take care of him DO have a preference whether Julius eats spinach.  Not surprisingly, they do NOT like it when their baby unexpectedly and at skin-stinging velocity pukes in their faces.  You might call them selfish to deprive him of spinach, but I don't.<br /><br />This product contains spinach in every bite, er, squoosh, so I am unable to test it in the field, on the ground, in real time going forward.  I can say that the fact no one fed Julius this product several times has saved exactly that many episodes of his unwanted projectile vomiting.  For this I add 1 star.<br /><br />However, I also did offer some of the Juicy Pear & Garden Greens version to my dog, PheyeG'hdeaux, and he refused after the first taste.  And this is a dog that will happily eat cat poop and long-dead squirrels.  For this I subtract 1 star, so we're back to 5.<br /><br />NOT A CHOKING HAZARD<br /><br />Up to a certain age, infants instinctively try not only to put things in their mouths but also to swallow them without regard to whether they are swallowable or even tasty.  Few seven-year-olds would try to swallow half a pair of dice, but Julius, at one-twelfth that age, isn't yet that smart.  If he tries to swallow an object of the wrong size and shape, it will get caught in his throat in such a way that his trachea, his breathing tube, is obstructed.  Julius will eventually exhibit gross symptoms of his respiratory distress -- his inability to breathe -- but that won't matter if no adult is looking.  If enough time goes by his brain will suffer anoxia, if enough more time goes by some of the neurons as well as other cells in that brain will perish, and if enough more time goes by Julius will be rendered unconcsious, and if the ultimate amount of time goes by he will die of asphyxiation.<br /><br />So it's important that the cap for this product not be swallowable by anyone with tastes as undiscriminating and survival instincts as undeveloped as seven-month old Julius's.  If it were the cap to the valve stem of the left front tire of your car, that would be one thing, or any of the other four tires, because the likelihood that cap will be reachable by your version of Julius is so low.  But the likelihood the cap to a pouch of baby food will be reachable by an infant is much higher.  The manufacturer has chosen a design for the cap that makes it all but impossible for Julius to swallow it or otherwise be harmed by it.  In fact, you may safely dip this cap in honey and dust it with sugar and hand it to him and walk away.  Or her.<br /><br />First, it's way too big for even an adult to swallow.  I took the opportunity of being in the same room with a pouch of this product and the family's well-known big-mouth.  I asked her to determine whether she could swallow it, and after explaining my reason I watched as she tried really hard for ten seconds or so and deemed it ""Not possible.""  The collar at its widest measures 1.257 inches.  The height is 0.628 inches, which as you probably know is equal to 0.009373 smoots.<br /><br />Second, the collar that surrounds the threaded part is mostly air, i.e., except for these four thin ribs or vanes, the collar is floating outside the threaded part, which means if the infant does manage to get it wedged at the top of the trachea where it enters the mouth, not only can air still pass through but any of the baby food itself can pass through.<br /><br />NOT NOT ORGANIC<br /><br />Unfortunately, this is a product that's referred to as organic.  The main ingredients -- pear, broccoli and spinach -- are ""organic,"" and it contains no preservatives unless you count ascorbic acid and organic lemon juice.  The problem, of course, is that without preservatives the product is more likely to spoil, to go bad.  And going on the assumption that foods labelled organic are more expensive to get from soil to spoon, the price of this product is surely higher than it would be otherwise.  For its being organic I subtract 1 star.<br /><br />EXTRA TESTING<br /><br />-- The goop, while it might be perfectly healthful for a baby, is a perfectly dreadful substitute for taco sauce, salad dressing, or the Alfredo sauce on a Parmesan-besprinkled bed of liguine.  Trust me.<br /><br />-- You might be wondering how well the goop inside, which does taste like pear and even kind of has the grit of pear, works as a substitute for, say, floor-tile mastic.  I laid four one-foot linoleum tiles in a quarter-inch bed of Baby Gourmet 1 Simple Purees 6 Months+ Organic Juicy Pear & Garden Greens, 4.5-Ounce Pouches (Pack of 12) and waited a whole 24 hours, at the end of which time the tiles were not even remotely well-stuck to the subfloor but did attract a LOT of ants, so many that we needed the services of a professional exterminator, for which we will be suing Baby Gourmet for an amount in excess of $25,000.<br /><br />-- When you fire a Marlin .22 caliber rifle at the pouch from ten yards away, the bullet passes through quite readily and embeds itself in the right door of the 2012 Hyundai Sonata that is parked in the driveway of your neighbor three houses west, who will start out incredulous and end up irate.<br /><br />For these defects I subtract no stars, I just thought you should know.<br /><br />PRODUCT DESCRIPTION<br /><br />Finally, the Product Description on Amazon is comical.  It starts this way:<br /><br />""We think every mom has a morbid fear of feeding their babies vegetables . . .""  First, I find it sad that whoever wrote this decicded to say ""their babies"" when it should have been ""her babies.""  One thing we know for sure about anyone who's a mom is that that person is a female, so the excessive political correctness of not using the gender-specific pronoun here is also comical.<br /><br />But second, and more important, I find it incredible that the people at Baby Gourmet really believe ""every mom has a morbid fear"" of feeding vegetables to her baby.  Not just some moms, not just many moms, not even most moms, but EVERY mom.  That's just stupidly wrong.  And it's even wronger when you remember that it's a MORBID fear, one that is on a par with fearing death itself.  Whoever wrote this is telling us that the people at Baby Gourmet sincerely do believe that EVERY mom has a MORBID fear of feeding vegetables to her baby.  This is insultingly false, and it gives you permission to question everything else they say.  This is an example of offering for sale a solution to a problem that doesn't exist till the marketers create it.<br /><br />Also, I have to point out that the description goes on to say ""thus we have made a blend of Organic Pears, Organic Broccoli and Organic Spinach that taste well, out of this world actually!""<br /><br />For the comical mistakes in the Product Description I subtract no stars.  For the outrageous lie I subtract 1.<br /><br />Five stars plus 1 minus 1 minus 1 minus 1 am 3.<br /><br />***"
80038,B004L305RK,A3P3IBRMPXFU44,"J.D. ""Student, teacher, music, and book lover""",0,1,3,1338508800,Way too salty!!,I've had one bag but it was Wayyy too salty. I couldn't enjoyably eat it. Maybe it was a bad batch. Will update if any other bags taste better. Overall disappointed.<br /><br />UPDATE: I must have had a weird bag because the rest were not as bad. They're actually good. A bit high in calories but a great oil alternative.
559801,B001E8DHPW,A1ORIGRG4QXV72,nmoira,7,30,3,1170720000,Coconut taste too pronounced,"I prefer the Spectrum coconut oils. Because they are flavorless, they have more potential uses."
123789,B000ILA3FS,A3RHFKZBNPFF1L,G. Brennan,0,0,3,1345248000,Good but not great,"I ordered Snappy white popcorn, mushroom popcorn and this bag of Lady Finger popcorn all from Amazon.  So far I've reviewed the Snappy white (wonderful).  I tried this Lady Finger corn today.  I measured the oil, popcorn and Flavorcol so that my sloppy technique of eye-balling the amounts wouldn't mess it up.  It popped quickly in my Whirly-Pop popper and the kernels were a nice, appealing yellow color.  As stated in their description, these are tiny, tiny kernels that produce tiny, tiny popcorn.  They were fairly tender and tasty but a bit chewy.  They are supposed to be ""hullless.""  I'm not sure I agree with that but it is true that the hulls don't pop off and land in the bottom of the bowl.  The hulls stick to the kernels which is what makes them sort of chewy.  I will use these up but I probably won't buy more.  Kids may like the tiny kernels more than I did. I found them messy to eat because I kept dropping them.  My dog loved the ones I dropped!  I also had only about a dozen unpopped kernels."
208418,B005CUU23S,A1UWSU5ETQRQKX,Mr. Fred,0,1,3,1317254400,May be best as a leash training aid,"These treats are certainly a new and different idea, but ease of use needs to be improved before they can become something we'd purchase on a regular basis.<br /><br />Certainly, the concept is clever and has potential. The treats are liquid, contained in a tube with a roller ball at the top. The pet licks the ball and gets a measured dose, so to speak. But the problems begin right there.<br /><br />First, the two dogs (one medium, one large) both want to eat the tube rather than lick it, and getting the ""lick but don't bite"" idea across has proved a challenge. Second, you can give them one treat and then it seems the roller ball has to rotate to dispense the next treat. How do you do this? You can rotate the ball by hand, which is inconvenient and often messy. Or you can squeeze the tube and hope to get the pressure right and not spray the liquid on the ground.<br /><br />We plan on trying this as a leash training aid, a quick reward for proper behavior. The product seems ideal at least in theory for that purpose. Maybe we'll learn to use it better, but right now, it's a little more trouble than it's worth.<br /><br />By the way: We had three flavors. The dogs didn't distinguish among them so unless you have a finicky pet, choice of flavor may not matter."
237519,B0000TLFEQ,A3GNEBFFJXN0O4,Steve Sowder,3,5,3,1179964800,Not like mom's,Good but not great. Reminded me a little bit like mom's but a stronger citric acid taste. Expensive.
280525,B005OVPKCI,A3NPVNPMXN8L2G,"R. A. Barricklow ""Scaramouche""",0,0,3,1337472000,Sticking with Quaker's Puffed Rice/Wheats,"I eat Shredded Wheat, Grape Nuts & Quaker's Puffed Wheat and/or Puffed Rice.<br />My wife saw this on amazon I wanted us to give it a try. She didn't like how hard it was.<br />As I eat Grape Nuts, hard was not a factor for me. The sugar content was really not something I want, but it is only 9 grams/serving. The taste; however, wasn't there for me.<br />My wife liked the taste; but again, the hardness was too much for her.<br /><br />So I'am sticking with the good old Puffed Rice & Wheat when it comes to Quakers."
87982,B008O3G25W,A22DZCLL8APUTD,missoanhton,1,2,3,1324252800,Product Review,The roller ball was sort of hard to get going. My dogs kept biting the bottle and wouldn't lick it very much. It also had a very strong smell.
189952,B000OLB23O,AS37A8GAQSXCG,"Camille ""The Italian Dish""",2,3,3,1250467200,Hot But Not Too Hot,This hot spread can be used on bread (forget mayonnaise) or thinned down with olive oil and serve with linguini and  grated cheese.<br />I bought 4 jars!
24469,B001E96JYC,A27YQF90LFENAT,Maureen O'Brien,0,0,3,1345248000,"""Fresh Mixers"" to ""Lunch Express"" Not Good For Consumers","Very disappointed with the direction Healthy Choice has taken with all of its former ""Fresh Mixers"" line, especially the ones that contain chicken.  I am changing my rating on all of these products from 5 stars to 3 stars.  With the switch to ""Lunch Express,"" apparently they decided to lower their production costs and make more on each unit.  First, they removed the handy green plastic strainer -- consumers are now supposed to be able to judge the exact amount of water that can be absorbed by the pasta or rice, aided by a lower water line in the container.  Second, in case you haven't read the fine print on the sauce containers, they have replaced the nice large chunks of white chicken meat with smaller, diced pieces of dark chicken meat.  I saved a few of the old green plastic strainers and they still fit the newer containers.  The convenience, taste and portioning are still attractive, so I'm continuing my subscription for now -- which is probably what Healthy Choice is counting on -- but just wanted to state my disappointment over yet another company placing greed over customer satisfaction."
94267,B001EPQ18K,A38JORSHR77GQZ,TC5604,3,4,3,1311379200,broken cookies,"Walkers shortbread thins are a favorite at my house but hard to find. I was thrilled to find them on Amazon even though the price was more than a retail store. But the shipping was free in this case so I bought them. The cookies arrived bundled in a set of 4 boxes as expected. However, every cookie in each box was broken. This does not change the quality taste of these cookies (butter, lemon and raspberry choices) but it definitely limits serving options. I will not likely serve broken cookies at a party or special occasion. I was very disappointed that all the cookies were broken, none were intact. I will be highly hesitant to buy them through Amazon again."
385148,B005VOOM5E,A3R9H6OKZHHRJD,LH422,0,1,3,1336176000,"Acceptable, but not fantastic","This coffee smelled great, but the taste was less impressive.  It wasn't that the coffee was too bitter or strong, it was that the taste was sort of blah.  There was nothing remarkable about the flavor, it really was quite boring, if one can call a coffee boring.  This coffee would do the job in the morning if I didn't have any better stuff to drink, but I wouldn't go out of my way to buy it.  It's just not very flavorful.  If it tasted like it smelled it would have been so much better."
114114,B004FELBH8,A361U4SXK7FCQE,"Joseph P. Jenkins ""joe""",1,2,3,1303948800,"Addicted to original, so why change?","I admit it, I am addicted to the original Fig Newtons.... and its tough, because I am a low card diet guy, and the originals tend to have a ton of bad stuff for dieters. So I get these newton fruit thins, and although they are ok, they are no original by any means. My mom in law seemed to enjoy them, and she hates fig newtons, so take it for what its worth. Overall I wouldn't recommend these if you are a fan of the original. Cheers!"
147619,B001D0IZBM,AU4OVIWKRJMS0,natemann133,0,0,3,1331683200,"Excellent bold coffee, high price","I can purchase an 18 pack of these at Target for $11.99 (that's $0.61/cup) instead of the much-too-high $0.85 per cup price here. Beware Amazon Prime members....K cups aren't a good deal on Amazon, despite the free two day shipping.<br />The coffee itself is GREAT. I basically like a cup of mud, as bold as it gets. This is that, with a great burnt taste and wonderful aroma.<br />HIGHLY recommend the coffee, but get it at Target."
83536,B005ZBZLT4,A1K31E7YNVQRIT,"E.K. ""E.K.""",0,0,3,1325462400,"Strong Flavor, Quite Acidic","This is an intense, rich, flavorful coffee. While I like a robust flavor, this one seems quite acidic. It does ""chase fog"", for sure! I think it has a real caffeine kick to it. The cups are intersting in that they have a wider brim so they fit right into the Keurig without touching the bottom poker. I brewed a 12oz. cup and a 16oz. cup. The 16 was more to my liking, but the acidity of the coffee made it difficult to finish either cup. Just a little too strong for my liking. Interesting packaging. We drink several cups a day, so I don't believe it would get stale. And they do fit right in the carousel."
566409,B004R8L71W,A3TP31S61PPE3G,AlexJouJou,0,0,3,1318377600,Just o.k. with a bit of a bland taste - and actually not so bueno on the health!,"While my family is not major fans of mac and cheese I always keep a couple boxes of the stuff around for food emergencies and/or teen groups. In general we prefer the Kraft brand to other brands or generic but honestly I sometimes mix in a box of generic or two. Times are tough.<br /><br />We found this one to be very bland. For the amount of sodium, fat, and calories I expected far better. The veggie parts are not significant enough once you hit those fat and calorie levels to justify it. We didn't hate the taste - but I wouldn't go out of my way to buy it either. Its probably a bit healthier than regular M&C but that's not really saying much. Overall - I'd buy it on sale but would not go out of my way otherwise - and if the sale included the regular M&C I'd buy that instead. It's not quite at the ""take a pass people"" level but it's not far off either."
512856,B0016510LG,AY0RT48QPG7OV,ranger505,3,5,3,1241395200,Generic Wrapped Graham Crackers,"I was hoping these graham crackers were the small Nabisco Honey Made boxes at the convenience stores.  They were wrapped in clear plastic wrap with no markings and shipped in a cardboard box.  They are not packaged for resale!  They might be good for household use, kitchen use, or large private groups.  They were shipped with little breakage with no extra packing."
565881,B0002X8HB4,A1V9T5XNV17GTC,Julie E. Beuler,1,1,3,1319587200,Not Everlasting....,"My 2 year old inteligent Red Heeler had this treat out of the puzzle ball and devoured in about 25 minutes.  However, my 12 year old ""not that smart"" Chow mix couldn't get the treat out of the puzzle and licked the treat for hours, until the Red Heeler got a hold of it.  So, if you have a ""not so smart"" dog this is a good product.  But if your dog is smart it's not worth the price."
248813,B0007XPS98,A1BTWN5C0WXSZJ,Erol Kucukarslan,0,2,3,1204761600,Good but not great,"I was a big fan of Gladies Maries' Marketspice Tea.  This one is a good tea, but it doesn't come close to the full flavor that I remember from Gladies Maries (sp)."
427297,B000EH4XYS,A2TP8VCDYHH3MT,"Jackie P. ""Loca""",0,0,3,1348531200,cooked right.,"It does seam to have a little more starch than the higher priced brands. But, if it is cooked right. 2 cups of water to one cup of rice started in cold water and allowed to come to a boil. Cook for 5 minutes stirring to keep from sticking then remove from heat and cover tightly.."
190159,B001HTI78K,AYBJS10LP5OPK,Hannah Hunter,0,1,3,1331683200,Just ok,I am a dark chocolate lover. These chips have too much of other things in it like vanilla and soy lecithin and too much sugar. I found an organic chocolate bar that has only organic dark chocolate and organic sugar that is perfect amount of sweetness and serious chocolate at Trader Joe's own brand.
315742,B000KNHA0U,A2FFQS7E7LA22H,kittyneedsanap,1,1,3,1306713600,just barely ok,"unfortunately, this oatmeal doesn't really fit the bill for me or or my kids. while the ingredient list looks good, the added sugar is a bit high (but no worse than the norm) and i wondered why they added the extra vitamins. also, the packages are a bit smaller than quaker, and while that isn't a problem in and of itself, each package has as much simple sugars added as the slightly larger quaker (even though the box says: ""now less sugar"")! but the kids are the final judge on this one, and my kids don't really like it. my 6 yr old wouldn't eat either flavor without adding maple syrup. they are pretty high in sugar to start, but adding more sugar just to get her to eat it completely minimizes the nutritional value. my 14 yr old says she doesn't like the texture AT ALL and has basically refused to eat it. i would definitely recommend buying just one box to try it before spending the money on a case as i did!"
487995,B0013A0QXC,A3E64BBONYMQY3,"Thomas Gettle ""Old Tom""",1,1,3,1198281600,Guess what's in this bag?,"While I like the taste of the blend I received this time, I would be happier if Senseo offered a generic bean, such as Columbian Supremo instead of an unidentifiable blend. By offering a blend, Senseo can change the mix to reflect their current costs for the various Columbian beans. The next time I purchase this, if I do, it could have an entirely differant taste."
